audio_path,video_path,value
./data/binaural_audios/000001.wav,./data/frames/000001.mp4,82
./data/binaural_audios/000002.wav,./data/frames/000002.mp4,82
./data/binaural_audios/000003.wav,./data/frames/000003.mp4,82
./data/binaural_audios/000004.wav,./data/frames/000004.mp4,82
./data/binaural_audios/000005.wav,./data/frames/000005.mp4,82
./data/binaural_audios/000006.wav,./data/frames/000006.mp4,82
./data/binaural_audios/000007.wav,./data/frames/000007.mp4,82
./data/binaural_audios/000008.wav,./data/frames/000008.mp4,82
./data/binaural_audios/000009.wav,./data/frames/000009.mp4,82
./data/binaural_audios/000010.wav,./data/frames/000010.mp4,82
./data/binaural_audios/000011.wav,./data/frames/000011.mp4,82
./data/binaural_audios/000012.wav,./data/frames/000012.mp4,82
./data/binaural_audios/000013.wav,./data/frames/000013.mp4,82
./data/binaural_audios/000014.wav,./data/frames/000014.mp4,82
./data/binaural_audios/000015.wav,./data/frames/000015.mp4,82
./data/binaural_audios/000016.wav,./data/frames/000016.mp4,82
./data/binaural_audios/000017.wav,./data/frames/000017.mp4,82
./data/binaural_audios/000018.wav,./data/frames/000018.mp4,82
./data/binaural_audios/000019.wav,./data/frames/000019.mp4,82
./data/binaural_audios/000020.wav,./data/frames/000020.mp4,82
./data/binaural_audios/000021.wav,./data/frames/000021.mp4,82
./data/binaural_audios/000022.wav,./data/frames/000022.mp4,82
./data/binaural_audios/000023.wav,./data/frames/000023.mp4,82
./data/binaural_audios/000024.wav,./data/frames/000024.mp4,82
./data/binaural_audios/000025.wav,./data/frames/000025.mp4,82
./data/binaural_audios/000026.wav,./data/frames/000026.mp4,82
./data/binaural_audios/000027.wav,./data/frames/000027.mp4,82
./data/binaural_audios/000028.wav,./data/frames/000028.mp4,82
./data/binaural_audios/000029.wav,./data/frames/000029.mp4,82
./data/binaural_audios/000030.wav,./data/frames/000030.mp4,82
./data/binaural_audios/000031.wav,./data/frames/000031.mp4,82
./data/binaural_audios/000032.wav,./data/frames/000032.mp4,82
./data/binaural_audios/000033.wav,./data/frames/000033.mp4,82
./data/binaural_audios/000034.wav,./data/frames/000034.mp4,82
./data/binaural_audios/000035.wav,./data/frames/000035.mp4,82
./data/binaural_audios/000036.wav,./data/frames/000036.mp4,82
./data/binaural_audios/000037.wav,./data/frames/000037.mp4,82
./data/binaural_audios/000038.wav,./data/frames/000038.mp4,82
./data/binaural_audios/000039.wav,./data/frames/000039.mp4,82
./data/binaural_audios/000040.wav,./data/frames/000040.mp4,82
./data/binaural_audios/000041.wav,./data/frames/000041.mp4,82
./data/binaural_audios/000042.wav,./data/frames/000042.mp4,82
./data/binaural_audios/000043.wav,./data/frames/000043.mp4,82
./data/binaural_audios/000044.wav,./data/frames/000044.mp4,82
./data/binaural_audios/000045.wav,./data/frames/000045.mp4,82
./data/binaural_audios/000046.wav,./data/frames/000046.mp4,82
./data/binaural_audios/000047.wav,./data/frames/000047.mp4,82
./data/binaural_audios/000048.wav,./data/frames/000048.mp4,82
./data/binaural_audios/000049.wav,./data/frames/000049.mp4,82
./data/binaural_audios/000050.wav,./data/frames/000050.mp4,82
./data/binaural_audios/000051.wav,./data/frames/000051.mp4,82
./data/binaural_audios/000052.wav,./data/frames/000052.mp4,82
./data/binaural_audios/000053.wav,./data/frames/000053.mp4,82
./data/binaural_audios/000054.wav,./data/frames/000054.mp4,82
./data/binaural_audios/000055.wav,./data/frames/000055.mp4,82
./data/binaural_audios/000056.wav,./data/frames/000056.mp4,82
./data/binaural_audios/000057.wav,./data/frames/000057.mp4,82
./data/binaural_audios/000058.wav,./data/frames/000058.mp4,82
./data/binaural_audios/000059.wav,./data/frames/000059.mp4,82
./data/binaural_audios/000060.wav,./data/frames/000060.mp4,82
./data/binaural_audios/000061.wav,./data/frames/000061.mp4,82
./data/binaural_audios/000062.wav,./data/frames/000062.mp4,82
./data/binaural_audios/000063.wav,./data/frames/000063.mp4,82
./data/binaural_audios/000064.wav,./data/frames/000064.mp4,82
./data/binaural_audios/000065.wav,./data/frames/000065.mp4,82
./data/binaural_audios/000066.wav,./data/frames/000066.mp4,82
./data/binaural_audios/000067.wav,./data/frames/000067.mp4,82
./data/binaural_audios/000068.wav,./data/frames/000068.mp4,82
./data/binaural_audios/000069.wav,./data/frames/000069.mp4,82
./data/binaural_audios/000070.wav,./data/frames/000070.mp4,82
./data/binaural_audios/000071.wav,./data/frames/000071.mp4,82
./data/binaural_audios/000072.wav,./data/frames/000072.mp4,82
./data/binaural_audios/000073.wav,./data/frames/000073.mp4,82
./data/binaural_audios/000074.wav,./data/frames/000074.mp4,82
./data/binaural_audios/000075.wav,./data/frames/000075.mp4,82
./data/binaural_audios/000076.wav,./data/frames/000076.mp4,82
./data/binaural_audios/000077.wav,./data/frames/000077.mp4,82
./data/binaural_audios/000078.wav,./data/frames/000078.mp4,82
./data/binaural_audios/000079.wav,./data/frames/000079.mp4,82
./data/binaural_audios/000080.wav,./data/frames/000080.mp4,82
./data/binaural_audios/000081.wav,./data/frames/000081.mp4,82
./data/binaural_audios/000082.wav,./data/frames/000082.mp4,82
./data/binaural_audios/000083.wav,./data/frames/000083.mp4,82
./data/binaural_audios/000084.wav,./data/frames/000084.mp4,82
./data/binaural_audios/000085.wav,./data/frames/000085.mp4,82
./data/binaural_audios/000086.wav,./data/frames/000086.mp4,82
./data/binaural_audios/000087.wav,./data/frames/000087.mp4,82
./data/binaural_audios/000088.wav,./data/frames/000088.mp4,82
./data/binaural_audios/000089.wav,./data/frames/000089.mp4,82
./data/binaural_audios/000090.wav,./data/frames/000090.mp4,82
./data/binaural_audios/000091.wav,./data/frames/000091.mp4,82
./data/binaural_audios/000092.wav,./data/frames/000092.mp4,82
./data/binaural_audios/000093.wav,./data/frames/000093.mp4,82
./data/binaural_audios/000094.wav,./data/frames/000094.mp4,82
./data/binaural_audios/000095.wav,./data/frames/000095.mp4,82
./data/binaural_audios/000096.wav,./data/frames/000096.mp4,82
./data/binaural_audios/000097.wav,./data/frames/000097.mp4,82
./data/binaural_audios/000098.wav,./data/frames/000098.mp4,82
./data/binaural_audios/000099.wav,./data/frames/000099.mp4,82
./data/binaural_audios/000100.wav,./data/frames/000100.mp4,82
./data/binaural_audios/000101.wav,./data/frames/000101.mp4,82
./data/binaural_audios/000102.wav,./data/frames/000102.mp4,82
./data/binaural_audios/000103.wav,./data/frames/000103.mp4,82
./data/binaural_audios/000104.wav,./data/frames/000104.mp4,82
./data/binaural_audios/000105.wav,./data/frames/000105.mp4,82
./data/binaural_audios/000106.wav,./data/frames/000106.mp4,82
./data/binaural_audios/000107.wav,./data/frames/000107.mp4,82
./data/binaural_audios/000108.wav,./data/frames/000108.mp4,82
./data/binaural_audios/000109.wav,./data/frames/000109.mp4,82
./data/binaural_audios/000110.wav,./data/frames/000110.mp4,82
./data/binaural_audios/000111.wav,./data/frames/000111.mp4,82
./data/binaural_audios/000112.wav,./data/frames/000112.mp4,82
./data/binaural_audios/000113.wav,./data/frames/000113.mp4,82
./data/binaural_audios/000114.wav,./data/frames/000114.mp4,82
./data/binaural_audios/000115.wav,./data/frames/000115.mp4,82
./data/binaural_audios/000116.wav,./data/frames/000116.mp4,82
./data/binaural_audios/000117.wav,./data/frames/000117.mp4,82
./data/binaural_audios/000118.wav,./data/frames/000118.mp4,82
./data/binaural_audios/000119.wav,./data/frames/000119.mp4,82
./data/binaural_audios/000120.wav,./data/frames/000120.mp4,82
./data/binaural_audios/000121.wav,./data/frames/000121.mp4,82
./data/binaural_audios/000122.wav,./data/frames/000122.mp4,82
./data/binaural_audios/000123.wav,./data/frames/000123.mp4,82
./data/binaural_audios/000124.wav,./data/frames/000124.mp4,82
./data/binaural_audios/000125.wav,./data/frames/000125.mp4,82
./data/binaural_audios/000126.wav,./data/frames/000126.mp4,82
./data/binaural_audios/000127.wav,./data/frames/000127.mp4,82
./data/binaural_audios/000128.wav,./data/frames/000128.mp4,82
./data/binaural_audios/000129.wav,./data/frames/000129.mp4,82
./data/binaural_audios/000130.wav,./data/frames/000130.mp4,82
./data/binaural_audios/000131.wav,./data/frames/000131.mp4,82
./data/binaural_audios/000132.wav,./data/frames/000132.mp4,82
./data/binaural_audios/000133.wav,./data/frames/000133.mp4,82
./data/binaural_audios/000134.wav,./data/frames/000134.mp4,82
./data/binaural_audios/000135.wav,./data/frames/000135.mp4,82
./data/binaural_audios/000136.wav,./data/frames/000136.mp4,82
./data/binaural_audios/000137.wav,./data/frames/000137.mp4,82
./data/binaural_audios/000138.wav,./data/frames/000138.mp4,82
./data/binaural_audios/000139.wav,./data/frames/000139.mp4,82
./data/binaural_audios/000140.wav,./data/frames/000140.mp4,82
./data/binaural_audios/000141.wav,./data/frames/000141.mp4,82
./data/binaural_audios/000142.wav,./data/frames/000142.mp4,82
./data/binaural_audios/000143.wav,./data/frames/000143.mp4,82
./data/binaural_audios/000144.wav,./data/frames/000144.mp4,82
./data/binaural_audios/000145.wav,./data/frames/000145.mp4,82
./data/binaural_audios/000146.wav,./data/frames/000146.mp4,82
./data/binaural_audios/000147.wav,./data/frames/000147.mp4,82
./data/binaural_audios/000148.wav,./data/frames/000148.mp4,82
./data/binaural_audios/000149.wav,./data/frames/000149.mp4,82
./data/binaural_audios/000150.wav,./data/frames/000150.mp4,82
./data/binaural_audios/000151.wav,./data/frames/000151.mp4,82
./data/binaural_audios/000152.wav,./data/frames/000152.mp4,82
./data/binaural_audios/000153.wav,./data/frames/000153.mp4,82
./data/binaural_audios/000154.wav,./data/frames/000154.mp4,82
./data/binaural_audios/000155.wav,./data/frames/000155.mp4,82
./data/binaural_audios/000156.wav,./data/frames/000156.mp4,82
./data/binaural_audios/000157.wav,./data/frames/000157.mp4,82
./data/binaural_audios/000158.wav,./data/frames/000158.mp4,82
./data/binaural_audios/000159.wav,./data/frames/000159.mp4,82
./data/binaural_audios/000160.wav,./data/frames/000160.mp4,82
./data/binaural_audios/000161.wav,./data/frames/000161.mp4,82
./data/binaural_audios/000162.wav,./data/frames/000162.mp4,82
./data/binaural_audios/000163.wav,./data/frames/000163.mp4,82
./data/binaural_audios/000164.wav,./data/frames/000164.mp4,82
./data/binaural_audios/000165.wav,./data/frames/000165.mp4,82
./data/binaural_audios/000166.wav,./data/frames/000166.mp4,82
./data/binaural_audios/000167.wav,./data/frames/000167.mp4,82
./data/binaural_audios/000168.wav,./data/frames/000168.mp4,82
./data/binaural_audios/000169.wav,./data/frames/000169.mp4,82
./data/binaural_audios/000170.wav,./data/frames/000170.mp4,82
./data/binaural_audios/000171.wav,./data/frames/000171.mp4,82
./data/binaural_audios/000172.wav,./data/frames/000172.mp4,82
./data/binaural_audios/000173.wav,./data/frames/000173.mp4,82
./data/binaural_audios/000174.wav,./data/frames/000174.mp4,82
./data/binaural_audios/000175.wav,./data/frames/000175.mp4,82
./data/binaural_audios/000176.wav,./data/frames/000176.mp4,82
./data/binaural_audios/000177.wav,./data/frames/000177.mp4,82
./data/binaural_audios/000178.wav,./data/frames/000178.mp4,82
./data/binaural_audios/000179.wav,./data/frames/000179.mp4,82
./data/binaural_audios/000180.wav,./data/frames/000180.mp4,82
./data/binaural_audios/000181.wav,./data/frames/000181.mp4,82
./data/binaural_audios/000182.wav,./data/frames/000182.mp4,82
./data/binaural_audios/000183.wav,./data/frames/000183.mp4,82
./data/binaural_audios/000184.wav,./data/frames/000184.mp4,82
./data/binaural_audios/000185.wav,./data/frames/000185.mp4,82
./data/binaural_audios/000186.wav,./data/frames/000186.mp4,82
./data/binaural_audios/000187.wav,./data/frames/000187.mp4,82
./data/binaural_audios/000188.wav,./data/frames/000188.mp4,82
./data/binaural_audios/000189.wav,./data/frames/000189.mp4,82
./data/binaural_audios/000190.wav,./data/frames/000190.mp4,82
./data/binaural_audios/000191.wav,./data/frames/000191.mp4,82
./data/binaural_audios/000192.wav,./data/frames/000192.mp4,82
./data/binaural_audios/000193.wav,./data/frames/000193.mp4,82
./data/binaural_audios/000194.wav,./data/frames/000194.mp4,82
./data/binaural_audios/000195.wav,./data/frames/000195.mp4,82
./data/binaural_audios/000196.wav,./data/frames/000196.mp4,82
./data/binaural_audios/000197.wav,./data/frames/000197.mp4,82
./data/binaural_audios/000198.wav,./data/frames/000198.mp4,82
./data/binaural_audios/000199.wav,./data/frames/000199.mp4,82
./data/binaural_audios/000200.wav,./data/frames/000200.mp4,82
./data/binaural_audios/000201.wav,./data/frames/000201.mp4,82
./data/binaural_audios/000202.wav,./data/frames/000202.mp4,82
./data/binaural_audios/000203.wav,./data/frames/000203.mp4,82
./data/binaural_audios/000204.wav,./data/frames/000204.mp4,82
./data/binaural_audios/000205.wav,./data/frames/000205.mp4,82
./data/binaural_audios/000206.wav,./data/frames/000206.mp4,82
./data/binaural_audios/000207.wav,./data/frames/000207.mp4,82
./data/binaural_audios/000208.wav,./data/frames/000208.mp4,82
./data/binaural_audios/000209.wav,./data/frames/000209.mp4,82
./data/binaural_audios/000210.wav,./data/frames/000210.mp4,82
./data/binaural_audios/000211.wav,./data/frames/000211.mp4,82
./data/binaural_audios/000212.wav,./data/frames/000212.mp4,82
./data/binaural_audios/000213.wav,./data/frames/000213.mp4,82
./data/binaural_audios/000214.wav,./data/frames/000214.mp4,82
./data/binaural_audios/000215.wav,./data/frames/000215.mp4,82
./data/binaural_audios/000216.wav,./data/frames/000216.mp4,82
./data/binaural_audios/000217.wav,./data/frames/000217.mp4,82
./data/binaural_audios/000218.wav,./data/frames/000218.mp4,82
./data/binaural_audios/000219.wav,./data/frames/000219.mp4,82
./data/binaural_audios/000220.wav,./data/frames/000220.mp4,82
./data/binaural_audios/000221.wav,./data/frames/000221.mp4,82
./data/binaural_audios/000222.wav,./data/frames/000222.mp4,82
./data/binaural_audios/000223.wav,./data/frames/000223.mp4,82
./data/binaural_audios/000224.wav,./data/frames/000224.mp4,82
./data/binaural_audios/000225.wav,./data/frames/000225.mp4,82
./data/binaural_audios/000226.wav,./data/frames/000226.mp4,82
./data/binaural_audios/000227.wav,./data/frames/000227.mp4,82
./data/binaural_audios/000228.wav,./data/frames/000228.mp4,82
./data/binaural_audios/000229.wav,./data/frames/000229.mp4,82
./data/binaural_audios/000230.wav,./data/frames/000230.mp4,82
./data/binaural_audios/000231.wav,./data/frames/000231.mp4,82
./data/binaural_audios/000232.wav,./data/frames/000232.mp4,82
./data/binaural_audios/000233.wav,./data/frames/000233.mp4,82
./data/binaural_audios/000234.wav,./data/frames/000234.mp4,82
./data/binaural_audios/000235.wav,./data/frames/000235.mp4,82
./data/binaural_audios/000236.wav,./data/frames/000236.mp4,82
./data/binaural_audios/000237.wav,./data/frames/000237.mp4,82
./data/binaural_audios/000238.wav,./data/frames/000238.mp4,82
./data/binaural_audios/000239.wav,./data/frames/000239.mp4,82
./data/binaural_audios/000240.wav,./data/frames/000240.mp4,82
./data/binaural_audios/000241.wav,./data/frames/000241.mp4,82
./data/binaural_audios/000242.wav,./data/frames/000242.mp4,82
./data/binaural_audios/000243.wav,./data/frames/000243.mp4,82
./data/binaural_audios/000244.wav,./data/frames/000244.mp4,82
./data/binaural_audios/000245.wav,./data/frames/000245.mp4,82
./data/binaural_audios/000246.wav,./data/frames/000246.mp4,82
./data/binaural_audios/000247.wav,./data/frames/000247.mp4,82
./data/binaural_audios/000248.wav,./data/frames/000248.mp4,82
./data/binaural_audios/000249.wav,./data/frames/000249.mp4,82
./data/binaural_audios/000250.wav,./data/frames/000250.mp4,82
./data/binaural_audios/000251.wav,./data/frames/000251.mp4,82
./data/binaural_audios/000252.wav,./data/frames/000252.mp4,82
./data/binaural_audios/000253.wav,./data/frames/000253.mp4,82
./data/binaural_audios/000254.wav,./data/frames/000254.mp4,82
./data/binaural_audios/000255.wav,./data/frames/000255.mp4,82
./data/binaural_audios/000256.wav,./data/frames/000256.mp4,82
./data/binaural_audios/000257.wav,./data/frames/000257.mp4,82
./data/binaural_audios/000258.wav,./data/frames/000258.mp4,82
./data/binaural_audios/000259.wav,./data/frames/000259.mp4,82
./data/binaural_audios/000260.wav,./data/frames/000260.mp4,82
./data/binaural_audios/000261.wav,./data/frames/000261.mp4,82
./data/binaural_audios/000262.wav,./data/frames/000262.mp4,82
./data/binaural_audios/000263.wav,./data/frames/000263.mp4,82
./data/binaural_audios/000264.wav,./data/frames/000264.mp4,82
./data/binaural_audios/000265.wav,./data/frames/000265.mp4,82
./data/binaural_audios/000266.wav,./data/frames/000266.mp4,82
./data/binaural_audios/000267.wav,./data/frames/000267.mp4,82
./data/binaural_audios/000268.wav,./data/frames/000268.mp4,82
./data/binaural_audios/000269.wav,./data/frames/000269.mp4,82
./data/binaural_audios/000270.wav,./data/frames/000270.mp4,82
./data/binaural_audios/000271.wav,./data/frames/000271.mp4,82
./data/binaural_audios/000272.wav,./data/frames/000272.mp4,82
./data/binaural_audios/000273.wav,./data/frames/000273.mp4,82
./data/binaural_audios/000274.wav,./data/frames/000274.mp4,82
./data/binaural_audios/000275.wav,./data/frames/000275.mp4,82
./data/binaural_audios/000276.wav,./data/frames/000276.mp4,82
./data/binaural_audios/000277.wav,./data/frames/000277.mp4,82
./data/binaural_audios/000278.wav,./data/frames/000278.mp4,82
./data/binaural_audios/000279.wav,./data/frames/000279.mp4,82
./data/binaural_audios/000280.wav,./data/frames/000280.mp4,82
./data/binaural_audios/000281.wav,./data/frames/000281.mp4,82
./data/binaural_audios/000282.wav,./data/frames/000282.mp4,82
./data/binaural_audios/000283.wav,./data/frames/000283.mp4,82
./data/binaural_audios/000284.wav,./data/frames/000284.mp4,82
./data/binaural_audios/000285.wav,./data/frames/000285.mp4,82
./data/binaural_audios/000286.wav,./data/frames/000286.mp4,82
./data/binaural_audios/000287.wav,./data/frames/000287.mp4,82
./data/binaural_audios/000288.wav,./data/frames/000288.mp4,82
./data/binaural_audios/000289.wav,./data/frames/000289.mp4,82
./data/binaural_audios/000290.wav,./data/frames/000290.mp4,82
./data/binaural_audios/000291.wav,./data/frames/000291.mp4,82
./data/binaural_audios/000292.wav,./data/frames/000292.mp4,82
./data/binaural_audios/000293.wav,./data/frames/000293.mp4,82
./data/binaural_audios/000294.wav,./data/frames/000294.mp4,82
./data/binaural_audios/000295.wav,./data/frames/000295.mp4,82
./data/binaural_audios/000296.wav,./data/frames/000296.mp4,82
./data/binaural_audios/000297.wav,./data/frames/000297.mp4,82
./data/binaural_audios/000298.wav,./data/frames/000298.mp4,82
./data/binaural_audios/000299.wav,./data/frames/000299.mp4,82
./data/binaural_audios/000300.wav,./data/frames/000300.mp4,82
./data/binaural_audios/000301.wav,./data/frames/000301.mp4,82
./data/binaural_audios/000302.wav,./data/frames/000302.mp4,82
./data/binaural_audios/000303.wav,./data/frames/000303.mp4,82
./data/binaural_audios/000304.wav,./data/frames/000304.mp4,82
./data/binaural_audios/000305.wav,./data/frames/000305.mp4,82
./data/binaural_audios/000306.wav,./data/frames/000306.mp4,82
./data/binaural_audios/000307.wav,./data/frames/000307.mp4,82
./data/binaural_audios/000308.wav,./data/frames/000308.mp4,82
./data/binaural_audios/000309.wav,./data/frames/000309.mp4,82
./data/binaural_audios/000310.wav,./data/frames/000310.mp4,82
./data/binaural_audios/000311.wav,./data/frames/000311.mp4,82
./data/binaural_audios/000312.wav,./data/frames/000312.mp4,82
./data/binaural_audios/000313.wav,./data/frames/000313.mp4,82
./data/binaural_audios/000314.wav,./data/frames/000314.mp4,82
./data/binaural_audios/000315.wav,./data/frames/000315.mp4,82
./data/binaural_audios/000316.wav,./data/frames/000316.mp4,82
./data/binaural_audios/000317.wav,./data/frames/000317.mp4,82
./data/binaural_audios/000318.wav,./data/frames/000318.mp4,82
./data/binaural_audios/000319.wav,./data/frames/000319.mp4,82
./data/binaural_audios/000320.wav,./data/frames/000320.mp4,82
./data/binaural_audios/000321.wav,./data/frames/000321.mp4,82
./data/binaural_audios/000322.wav,./data/frames/000322.mp4,82
./data/binaural_audios/000323.wav,./data/frames/000323.mp4,82
./data/binaural_audios/000324.wav,./data/frames/000324.mp4,82
./data/binaural_audios/000325.wav,./data/frames/000325.mp4,82
./data/binaural_audios/000326.wav,./data/frames/000326.mp4,82
./data/binaural_audios/000327.wav,./data/frames/000327.mp4,82
./data/binaural_audios/000328.wav,./data/frames/000328.mp4,82
./data/binaural_audios/000329.wav,./data/frames/000329.mp4,82
./data/binaural_audios/000330.wav,./data/frames/000330.mp4,82
./data/binaural_audios/000331.wav,./data/frames/000331.mp4,82
./data/binaural_audios/000332.wav,./data/frames/000332.mp4,82
./data/binaural_audios/000333.wav,./data/frames/000333.mp4,82
./data/binaural_audios/000334.wav,./data/frames/000334.mp4,82
./data/binaural_audios/000335.wav,./data/frames/000335.mp4,82
./data/binaural_audios/000336.wav,./data/frames/000336.mp4,82
./data/binaural_audios/000337.wav,./data/frames/000337.mp4,82
./data/binaural_audios/000338.wav,./data/frames/000338.mp4,82
./data/binaural_audios/000339.wav,./data/frames/000339.mp4,82
./data/binaural_audios/000340.wav,./data/frames/000340.mp4,82
./data/binaural_audios/000341.wav,./data/frames/000341.mp4,82
./data/binaural_audios/000342.wav,./data/frames/000342.mp4,82
./data/binaural_audios/000343.wav,./data/frames/000343.mp4,82
./data/binaural_audios/000344.wav,./data/frames/000344.mp4,82
./data/binaural_audios/000345.wav,./data/frames/000345.mp4,82
./data/binaural_audios/000346.wav,./data/frames/000346.mp4,82
./data/binaural_audios/000347.wav,./data/frames/000347.mp4,82
./data/binaural_audios/000348.wav,./data/frames/000348.mp4,82
./data/binaural_audios/000349.wav,./data/frames/000349.mp4,82
./data/binaural_audios/000350.wav,./data/frames/000350.mp4,82
./data/binaural_audios/000351.wav,./data/frames/000351.mp4,82
./data/binaural_audios/000352.wav,./data/frames/000352.mp4,82
./data/binaural_audios/000353.wav,./data/frames/000353.mp4,82
./data/binaural_audios/000354.wav,./data/frames/000354.mp4,82
./data/binaural_audios/000355.wav,./data/frames/000355.mp4,82
./data/binaural_audios/000356.wav,./data/frames/000356.mp4,82
./data/binaural_audios/000357.wav,./data/frames/000357.mp4,82
./data/binaural_audios/000358.wav,./data/frames/000358.mp4,82
./data/binaural_audios/000359.wav,./data/frames/000359.mp4,82
./data/binaural_audios/000360.wav,./data/frames/000360.mp4,82
./data/binaural_audios/000361.wav,./data/frames/000361.mp4,82
./data/binaural_audios/000362.wav,./data/frames/000362.mp4,82
./data/binaural_audios/000363.wav,./data/frames/000363.mp4,82
./data/binaural_audios/000364.wav,./data/frames/000364.mp4,82
./data/binaural_audios/000365.wav,./data/frames/000365.mp4,82
./data/binaural_audios/000366.wav,./data/frames/000366.mp4,82
./data/binaural_audios/000367.wav,./data/frames/000367.mp4,82
./data/binaural_audios/000368.wav,./data/frames/000368.mp4,82
./data/binaural_audios/000369.wav,./data/frames/000369.mp4,82
./data/binaural_audios/000370.wav,./data/frames/000370.mp4,82
./data/binaural_audios/000371.wav,./data/frames/000371.mp4,82
./data/binaural_audios/000372.wav,./data/frames/000372.mp4,82
./data/binaural_audios/000373.wav,./data/frames/000373.mp4,82
./data/binaural_audios/000374.wav,./data/frames/000374.mp4,82
./data/binaural_audios/000375.wav,./data/frames/000375.mp4,82
./data/binaural_audios/000376.wav,./data/frames/000376.mp4,82
./data/binaural_audios/000377.wav,./data/frames/000377.mp4,82
./data/binaural_audios/000378.wav,./data/frames/000378.mp4,82
./data/binaural_audios/000379.wav,./data/frames/000379.mp4,82
./data/binaural_audios/000380.wav,./data/frames/000380.mp4,82
./data/binaural_audios/000381.wav,./data/frames/000381.mp4,82
./data/binaural_audios/000382.wav,./data/frames/000382.mp4,82
./data/binaural_audios/000383.wav,./data/frames/000383.mp4,82
./data/binaural_audios/000384.wav,./data/frames/000384.mp4,82
